"CodeObj","Vaddr","Instruction","Hitcount","Latency","Stall","Idle","Source"
19,30776,"s_mul_i32 s61, s61, 0x80",4,8,0,0,""
19,30784,"s_add_co_u32 s60, s60, s61",4,4,0,0,""
19,30788,"s_min_u32 s60, s60, s17",4,4,0,0,""
19,30792,"s_mul_hi_u32 s57, s60, s12",4,8,0,0,""
19,30796,"s_mul_i32 s61, s60, s12",4,8,0,0,""
19,30800,"s_add_co_u32 s56, s61, s2",4,8,4,0,""
19,30804,"s_add_co_ci_u32 s57, s57, s3",4,4,0,0,""
19,30808,"s_sub_co_u32 s61, s17, s60",4,12,8,0,""
19,30812,"s_min_u32 s76, s61, 0x80",4,8,4,0,""
19,30820,"s_mul_i32 s60, s69, 0x100",4,12,4,0,""
19,30828,"s_lshr_b32 s61, s68, 1",4,12,8,0,""
19,30832,"s_mul_i32 s61, s61, 0x80",4,12,4,0,""
19,30840,"s_add_co_u32 s60, s60, s61",4,8,4,0,""
19,30844,"s_min_u32 s60, s60, s18",4,8,4,0,""
19,30848,"s_lshl_b32 s61, s60, 1",4,4,0,0,""
19,30852,"s_add_co_u32 s56, s61, s56",4,8,4,0,""
19,30856,"s_add_co_ci_u32 s57, 0, s57",4,8,4,0,""
19,30860,"s_sub_co_u32 s61, s18, s60",4,4,0,0,""
19,30864,"s_min_u32 s61, s61, 0x80",4,12,8,0,""
19,30872,"s_lshl_b32 s75, s61, 1",4,8,4,0,""
19,30876,"s_mov_b32 s36, 1",4,8,4,0,""
19,30880,"s_mov_b32 s39, 0x80000000",4,8,4,0,""
19,30888,"s_mov_b32 s38, s56",4,8,4,0,""
19,30892,"s_and_b32 s57, s57, 0x1ffffff",4,8,4,0,""
19,30900,"s_or_b32 s39, s39, s57",4,4,0,0,""
19,30904,"s_mov_b32 s37, 0",4,8,4,0,""
19,30908,"s_mov_b32 s40, 0x200000",4,8,4,0,""
19,30916,"s_lshl_b32 s41, s75, 16",4,4,0,0,""
19,30920,"s_lshr_b32 s42, s75, 16",4,4,0,0,""
19,30924,"s_lshr_b32 s43, s76, 16",4,4,0,0,""
19,30928,"s_lshl_b32 s46, s76, 16",4,4,0,0,""
19,30932,"s_or_b32 s42, s46, s42",4,8,4,0,""
19,30936,"s_or_b32 s43, s43, 0x1100000",4,4,0,0,""
19,30944,"s_mov_b32 s44, 0x80",4,4,0,0,""
19,30952,"s_mov_b32 s45, s12",4,4,0,0,""
19,30956,"s_mov_b32 s46, 0",4,4,0,0,""
19,30960,"s_mov_b32 s47, 0",4,4,0,0,""
19,30964,"s_cmp_lt_i32 s80, s86",4,4,0,0,""
19,30968,"s_cselect_b32 s74, 0, 1",4,4,0,4,""
19,30972,"s_cbranch_scc0 80",4,4,0,36,""
19,30976,"s_cmp_lt_i32 s80, s85",4,4,0,8,""
19,30980,"s_cbranch_scc0 37",4,4,0,32,""
19,31132,"s_sub_co_u32 s60, s80, s85",4,4,0,32,""
19,31136,"v_cvt_f32_u32_e32 v204, s84",4,4,0,0,""
19,31140,"s_sub_co_i32 s70, 0, s84",4,4,0,16,""
19,31144,"v_rcp_iflag_f32_e32 v204, v204",4,8,0,0,""
19,31148,"s_nop 0",4,8,4,0,""
19,31152,"v_mul_f32_e32 v204, 0x4f7ffffe, v204",4,4,0,0,""
19,31160,"v_cvt_u32_f32_e32 v204, v204",4,4,0,0,""
19,31164,"v_mul_lo_u32 v205, s70, v204",4,16,0,0,""
19,31172,"v_mul_hi_u32 v205, v204, v205",4,16,0,0,""
19,31180,"v_add_nc_u32_e32 v204, v204, v205",4,4,0,0,""
19,31184,"v_mul_hi_u32 v204, s60, v204",4,16,0,0,""
19,31192,"v_mul_lo_u32 v205, v204, s84",4,16,0,0,""
19,31200,"v_sub_nc_u32_e32 v207, s60, v205",4,4,0,0,""
19,31204,"v_add_nc_u32_e32 v206, 1, v204",4,4,0,0,""
19,31208,"v_cmp_le_u32_e32 vcc_lo, s84, v207",4,4,0,0,""
19,31212,"v_subrev_nc_u32_e32 v205, s84, v207",4,4,0,0,""
19,31216,"s_nop 0",4,12,8,0,""
19,31220,"v_cndmask_b32_e32 v204, v204, v206, vcc_lo",4,4,0,0,""
19,31224,"v_cndmask_b32_e32 v207, v207, v205, vcc_lo",4,4,0,0,""
19,31228,"v_add_nc_u32_e32 v205, 1, v204",4,4,0,0,""
19,31232,"v_cmp_le_u32_e32 vcc_lo, s84, v207",4,4,0,0,""
19,31236,"s_nop 1",4,16,12,0,""
19,31240,"v_cndmask_b32_e32 v207, v204, v205, vcc_lo",4,4,0,0,""
19,31244,"s_nop 3",4,24,20,0,""
19,31248,"v_readfirstlane_b32 s70, v207",4,4,0,0,""
19,31252,"s_nop 3",4,24,20,0,""
19,31256,"s_mul_i32 s61, s84, s70",4,8,0,164,""
19,31260,"s_sub_co_u32 s69, s60, s61",4,4,0,0,""
19,31264,"s_add_co_u32 s69, s69, s83",4,4,0,0,""
19,31268,"s_and_b32 s60, s81, 3",4,4,0,0,""
19,31272,"s_lshl_b32 s69, s69, 2",4,4,0,0,""
19,31276,"s_add_co_u32 s69, s69, s60",4,4,0,0,""
19,31280,"s_lshr_b32 s60, s81, 2",4,4,0,0,""
19,31284,"s_lshl_b32 s70, s70, 2",4,8,4,0,""
19,31288,"s_add_co_u32 s70, s70, s60",4,8,4,0,""
19,31292,"s_add_co_u32 s80, s80, 16",4,8,4,0,""
19,31296,"s_mul_i32 s60, s70, 0x100",4,8,0,0,""
19,31304,"s_min_u32 s60, s60, s65",4,4,0,0,""
19,31308,"s_mul_hi_u32 s55, s60, s15",4,12,4,0,""
19,31312,"s_mul_i32 s61, s60, s15",4,8,0,0,""
19,31316,"s_add_co_u32 s54, s61, s8",4,4,0,0,""
19,31320,"s_add_co_ci_u32 s55, s55, s9",4,8,4,0,""
19,31324,"s_and_b32 s55, s55, 0x1ffffff",4,4,0,0,""
19,31332,"s_or_b32 s55, s55, 0x80000000",4,8,4,0,""
19,31340,"s_sub_co_u32 s60, s65, s60",4,8,4,0,""
19,31344,"s_min_u32 s60, s60, 0x100",4,12,8,0,""
19,31352,"s_lshr_b32 s76, s60, 5",4,8,4,0,""
19,31356,"s_lshl_b32 s75, s15, 5",4,8,4,0,""
19,31360,"s_lshl_b32 s51, s75, 16",4,8,4,0,""
19,31364,"s_lshr_b32 s52, s75, 16",4,8,4,0,""
19,31368,"s_lshr_b32 s53, s76, 16",4,8,4,0,""
19,31372,"s_lshl_b32 s50, s76, 16",4,4,0,0,""
19,31376,"s_or_b32 s52, s50, s52",4,8,4,0,""
19,31380,"s_or_b32 s53, s53, 0x800000",4,8,4,0,""
19,31388,"s_barrier_signal -1",4,4,0,0,""
19,31392,"s_add_co_u32 s60, s71, 0x80",4,4,0,0,""
19,31400,"s_cmp_lt_u32 s60, s72",4,4,0,0,""
19,31404,"s_cselect_b32 s72, s72, s73",4,4,0,0,""
19,31408,"s_cselect_b64 s[26:27], s[26:27], s[54:55]",4,4,0,0,""
19,31412,"s_cselect_b32 s29, s29, s51",4,4,0,0,""
19,31416,"s_cselect_b64 s[30:31], s[30:31], s[52:53]",4,8,4,0,""
19,31420,"s_cselect_b64 s[62:63], s[48:49], 0",4,4,0,0,""
19,31424,"s_add_nc_u64 s[26:27], s[26:27], s[62:63]",4,4,0,0,""
